Name,Address,Wards,Cuisine,Price,WebsiteUrl,Award,FacilitiesAndServices,Description,,,
MAZ,"3F, Tokyo Garden Terrace Kioicho, 1-3 Kioicho, Chiyoda-ku, Tokyo, 102-0094, Japan",Chiyoda,HIspanic,¥¥¥¥,https://maztokyo.jp/,2 Stars,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus","MAZ operates under the supervision of Virgilio Martínez Véliz, chef of Central Restaurante in Lima, Peru. Through gastronomy, MAZ interprets the abundant natural environment of Peru from the vertical perspective of altitude. Directing the kitchen here is Santiago Fernández Saim. The menu, organised into themes for each of Peru’s environments—the Pacific coast, the Amazon rainforest and the Andes—is an encounter between diverse ecosystems and the seasons of Japan.",,,
Kioicho Fukudaya,"1-13 Kioicho, Chiyoda-ku, Tokyo, 102-0094, Japan",Chiyoda,Japanese,¥¥¥¥,https://www.kioicho-fukudaya.jp/,2 Stars,"Air conditioning,Shoes must be removed","Inspired by the original owner-chef’s close friendship with Kitaoji Rosanjin, the current chef is the proud owner of numerous wooden signs, calligraphy and crockery. Striving for harmony of beauty and flavour, he moves with the times, such as incorporating Western ingredients. Entering the dining room to greet his guests, the chef distributes takikomi-gohan (rice seasoned with soy sauce and boiled with various ingredients) himself. The courteous hostess offers gracious service in the tatami-mat rooms.",,,
RyuGin,"7F, Tokyo Midtown Hibiya, 1-1-2 Yurakucho, Chiyoda-ku, Tokyo, 100-0006, Japan",Chiyoda,Japanese,¥¥¥¥,https://www.nihonryori-ryugin.com/,3 Stars,"Air conditioning,Interesting wine list,Notable sake list","Seiji Yamamoto sums up his considerable experience simply and humbly: “I’m a chef because I love to cook”. That approach is reflected in his entertaining cooking, which resonates with all five senses. His focus on serving each dish at the apex of its flavour is single-minded: he switches knife techniques to vary the flavour of decorative sashimi and pike conger, manipulates blazing charcoal to tease out the flavour of eel. With skill as well as respect for the spirituality of Japan, he preaches Japanese cuisine as food culture.",,,
Torakuro,"B1F, Imperial Hotel Tokyo Tower, 1-1-1 Uchisaiwaicho, Chiyoda-ku, Tokyo, 100-8558, Japan",Chiyoda,Japanese,¥¥¥¥,https://www.imperialhotel.co.jp/j/,1 Star,"Air conditioning,Car park,Counter dining,Interesting wine list,Notable sake list,Wheelchair access","The credo of the Imperial Hotel, that tradition and innovation always travel together, finds a kindred spirit in Ishikawa Group, this restaurant’s parent company. Masayuki Takami gives tangible form to this conviction in assembling his menu. Tsukuri and nimono pursue delicacy of flavour, preferring to subtract rather than add. In contrast, bolder items such as caviar and minced scallops are mated with katsuo dashi and cream, adding together to create a mousse.",,,
Ginza Fukuju,"5F, 8-8-19 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Japanese,¥¥¥¥,,2 Stars,"Air conditioning,Counter dining","The simplicity of the cuisine makes it unforgettable. Katsuhiro Onodera uses lashings of carefully selected ingredients such as abalone, matsutake mushroom and spiny lobster. Garnishing is minimal to place the flavours of the ingredients front and centre. Sometimes Japanese and Western items are juxtaposed to explore original taste sensations: Mineoka milk tofu is paired with caviar, sukiyaki with truffles. Cuisine with both pedigree and modern refinement seems quintessentially Ginza.",,,
Ginza Kitagawa,"3F, 2-10-11 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Japanese,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","A sister establishment of Ginza Shinohara, Ginza Kitagawa was opened to explore the subtleties of Japanese cuisine. Extensive discussions with tempura masters persuaded the restaurant to focus on fried foods. Tempura and quick-fried sashimi are incorporated in the menu, creating a unique twist. Instead of takikomi-gohan, rice mixed with kakiage of the season is served. Under the watchful gaze of chef Kazuyuki Kitagawa, a crew of young cooks combine knowledge and skill to proclaim a new Japanese cuisine.",,,
Ginza Kojyu,"4F, 5-4-8 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Japanese,¥¥¥¥,http://www.kojyu.jp/,2 Stars,"Air conditioning,Counter dining,Interesting wine list","Toru Okuda’s credo is “investigate daily”. Never one to do the same thing over and over, he’s constantly on the hunt for new preparation methods and presentations. Sashimi rejects rigid preoccupation with soy sauce and wasabi, nor is takikomi-gohan served at the end of the meal; the rice instead is served as inari-zushi, gomoku or okowa. Okuda marshals his finely honed techniques to bring forth a lively, exuberant cuisine. His unflagging curiosity leads him to treasure each day.",,,
GINZA OKUDA,"B1F, 5-4-8 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Japanese,¥¥¥¥,https://www.ginzaokuda.com/,1 Star,"Air conditioning,Counter dining,Interesting wine list","The menu emphasises the season and textures of the ingredients. In spring, razor clams and wild vegetables are made into ohitashi to represent the breath of life. Chargrilled items are the speciality, with unagi from Lake Biwa and ayu from the Tenryugawa River in summer and matsutake wrapped in straw in the autumn. Winter dishes include buri shabu-shabu and crab with rice cooked in an earthenware pot. Each dish showcases the flavours of the ingredients without affectation.",,,
Ginza Shinohara,"B1F, 2-8-17 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Japanese,¥¥¥¥,,2 Stars,"Air conditioning,Counter dining","The evening begins as Takemasa Shinohara, with the voice of a storyteller, explains the menu. The appetisers weave in festivals and occasions, conveying Japan’s culture and customs. Just before the appetiser, the lights are dimmed, in a fairy-tale-like staging reminiscent of an evening tea party. The white walls with their hemp leaf patterns shimmer with the flames from candles. Koka rice cooked in a Shigaraki earthenware pot expresses Shinohara’s love for his roots. Shinohara’s personality and cuisine are equally enchanting.",,,
Ginza Toyoda,"2F, 7-5-4 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Japanese,¥¥¥¥,https://www.ginza-toyoda.com/,1 Star,"Air conditioning,Counter dining","Usui, traditionally mid-February, is when falling snow turns to rain, and is also the start of the clam season. The vernal equinox is when the sun rises due east and sets due west; vegetation begins to sprout and crops begin to stir. At this time of year, simmered dishes of bamboo shoots and clams make its appearance on dining tables. Celadon porcelain vessels are dressed with giant butterbur and young pepper leaves, heralding the arrival of young leaves.",,,
Kutan,"2-5-5 Shintomi, Chuo-ku, Tokyo, 104-0041, Japan",Chuo,Japanese,¥¥¥¥,,2 Stars,"Air conditioning,Counter dining","The name is a portmanteau of Kurume, Chef Kotaro Nakashima’s hometown, and tanchozuru, ‘red-crowned crane’. The restaurant’s emblem, the head of a crane in profile against a bright sun, throws down the gauntlet on behalf of the Japanese culinary world. Care is taken in the aromas and temperatures here. Baked sesame tofu and pea soup are accented with the umami of Orient clam. Kutan’s burning aspiration and creativity shine in every dish.",,,
Ren Mishina,"B1F, 7-3-13 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Japanese,¥¥¥¥,https://ginza-ren.jp/,1 Star,"Air conditioning,Counter dining","Jun Mishina’s cuisine, designed to ‘calm the soul’, is free of affectation. Anything unnecessary is avoided, in order to bring out the main ingredients. On the other hand, painstaking preparation brings out the depth of the flavours. Deep-fried ebi-imo follows the prescribed steps: first steamed, then simmered, then deep-fried, then grilled. Just as beautiful lotus flowers blossom from mud, lack of pretence makes flavour burst forth, bringing pleasure.",,,
SHIGEMATSU,"4F, 6-5-15 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Japanese,¥¥¥¥,http://ginza-shigematsu.jp/,1 Star,"Air conditioning,Counter dining","Shigeyuki Matsubara layers flavour upon flavour to draw out the individuality of each dish. He creates his sharply flavoursome dashi through extravagant use of dried bonito and tuna shavings. White miso is added to lightly deep-fried oysters and lotus-root dumplings are enriched with beef, creating multi-layered flavour profiles. Matsubara handled the design of the restaurant himself and the original imagination of the chef completes both the cuisine and the interior.",,,
Ensui,"1-5-12 Nakameguro, Meguro-ku, Tokyo, 153-0061, Japan",Meguro,Japanese,¥¥¥¥,https://nihonryori-ensui.com/,1 Star,"Air conditioning,Counter dining","The approach of Chef Ryosuke Ito is to ‘make the old new again’, evolving time-honoured dishes with a modern touch. Dried bonito flakes are shaved fresh for the customer to sample; basic soup stock is prepared fresh and simmered items burst with seasonal ingredients. The flow of dishes with dashi stock is a uniting theme. Another is the charcoal flame, an age-old technique that wreathes each item in a smoky fragrance. Everything starts from the flame of the charcoal and the water of the dashi stock.",,,
NARISAWA,"2-6-15 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Minato,Japanese,¥¥¥¥,http://www.narisawa-yoshihiro.com/,2 Stars,"Air conditioning,Interesting wine list,Notable sake list,Restaurant offering vegetarian menus,Wheelchair access","Yoshihiro Narisawa draws out the charm of Japanese ingredients by paying homage to satoyama culture, a product of harmony between forest and people, and to food producers. Narisawa calls his culinary approach “innovative satoyama cuisine”. Dishes such as ‘Bread of the Forest 2010’, with natural yeast working its magic before your eyes, and ‘Satoyama Scenery and Essence of the Forest’, the essential landscape of Japan expressed through food, are fomenting a revolution in the culinary world.",,,
Azabu Kadowaki,"2-7-2 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan",Minato,Japanese,¥¥¥¥,,3 Stars,"Air conditioning,Counter dining","Toshiya Kadowaki’s aim is to serve up “unforgettable cuisine”. By this he means that the spirit of the ingredients lives on in the diner. Seasonal foodstuffs such as pepper flowers, abalone, matsutake mushrooms and crab are freely combined with Western elements such as caviar and foie gras to concoct dishes of delightful originality – truffle rice is a prime example. Compelling fare conjures memories and feelings with each passing season.",,,
Azabu Wakei,"2-7-9 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Minato,Japanese,¥¥¥¥,https://wakei.tokyo/,1 Star,"Air conditioning,Counter dining","The name derives from wakei seijaku, ‘harmony, respect, purity and tranquillity’, key tenets of the wabicha style of tea ceremony. Chef Ryuji Takemura interprets this as ‘respect for harmony’, as he values the rules of decorum between host and guest. A believer in the principles of fluidity, he is moving Japanese cuisine forwards without forgetting its essence. Served between main items, iimushi, mochi rice steamed with topping, is faithful to the basics. The interior exhibits a modern sensibility.",,,
Azabujuban Fukuda,"3-7-5 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan",Minato,Japanese,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","A menu redolent with seasonal aromas and the kind hospitality of the couple in charge are the true charms of Azabujuban Fukuda. Katsuo-bushi (dried bonito flakes) is shredded, dashi drawn and seafood chopped in front of customers. Kazuto Fukuda uses ingredients from every corner of Japan. In spring, hatsu gatsuo (first bonito of the season) is grilled wrapped in straw. Unagi is smothered in mizansho (green peppercorn). Seasonal clay-pot rice dishes bring the meal to a close.",,,
Hakuun,"4-11-2 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Minato,Japanese,¥¥¥¥,https://nihonryori-hakuun.com,1 Star,"Air conditioning,Counter dining","Shingo Sakamoto doesn’t have to tell you how he respects nature’s bounty; his ingredients do the talking. His adroit culinary techniques tease out the flavours of carefully selected abalone, crab and puffer fish. The effect he looks for is deliciousness at the instant food touches the lips. Soup dishes waft with the aroma of freshly drawn broth, infused with bonito shaved just before serving. Grilled pieces are wreathed in the fragrance of charcoal, locking in flavour. Cuisine refined by care without compromise.",,,
Kaiseki Tsujitome,"B1F, 1-5-8 Motoakasaka, Minato-ku, Tokyo, 107-0051, Japan",Minato,Japanese,¥¥¥¥,http://www.tsujitome.com/,1 Star,"Air conditioning,Shoes must be removed","This kaiseki restaurant originated in Kyoto. It was founded in 1902 when Tomejiro Tsuji learned chakaiseki from the head of the Urasenke tea ceremony school. The fare follows the principle of ‘one soup, three sides’, with several items added as a touch of friendly service. With simple beauty as its purpose, the fare is matched with serving-ware of appropriate colour and shape. The spirit of ‘comfortable, easy to eat, fun and delicious’ that embodies kaiseki shines through in Tsujitome’s seasonal offerings.",,,
Kanda,"1F, Toranomon Hills Residential Tower, 1-1-1 Atago, Minato-ku, Tokyo, 105-0002, Japan",Minato,Japanese,¥¥¥¥,http://www.nihonryori-kanda.com/,3 Stars,"Air conditioning,Counter dining,Interesting wine list","Hiroyuki Kanda understands the essence of Japanese cuisine and incorporates his innovative ideas into the menu. For example, goma-dofu is topped with fugu flesh and skin then garnished with caviar. While respecting the natural flavours of the ingredients, Kanda puts his own unique touch on his dishes. To convey the attractions of his homeland, he sources seafood from Tokushima in season, serving poached hamo (pike conger), awabi (abalone) with somen and tai as tsukuri.",,,
Kasumicho Yamagami,"3F, 4-2-13 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Minato,Japanese,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Tomoaki Yamagami prunes back and seeks simplicity, so that fresh items are all the more striking for their concise arrangement. While the service style is omakase, a degree of freedom is mixed in, as guests can choose from multiple grilled items and rice dishes in earthenware pots. Seasoning respects the ingredients; guests’ feelings are inquired into and faithfully expressed in the menu. A harmonious atmosphere and reserved service convey the essence of Japanese dining culture.",,,
Miyasaka,"5-4-30 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Minato,Japanese,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Nobuhisa Miyasaka opened his restaurant in quiet Minami-Aoyama. The interior, with touches of the sukiya style of tea arbours, enfolds the visitor in elegance. Miyasaka was deeply moved by the spirit of the tea ceremony when he lived in Kyoto, and the bowls of stew, starter dishes and appetiser platters in his menu express the essence of tea culture. The soul of graceful hospitality lives in rice served the instant it is fully steamed and the matcha tea prepared by the host.",,,
Myojaku,"B1F, 3-2-34 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Minato,Japanese,¥¥¥¥,http://myoujyaku.com/,2 Stars,"Air conditioning,Counter dining,Interesting wine list","The name contains the character for sabi, the aesthetic of elegant simplicity. In a sukiya-style space, the subtle interplay of shadow suggests the feeling of daybreak. As for the cuisine, the effects Hidetoshi Nakamura aims for are “harmonious, simple and pure”. Rather than lean on kombu and dried-bonito flakes, Nakamura expresses the ingredients themselves, along with one of Japan’s treasures: water. ‘Mizuni’, vegetables boiled in nothing but water and salt, epitomises this approach.",,,
Okamoto,"B1F, 5-2-8 Toranomon, Minato-ku, Tokyo, 105-0001, Japan",Minato,Japanese,¥¥¥¥,,1 Star,"Air conditioning,Cash only - lunch,Counter dining","A chef’s work, says Hidetsugu Okamoto, is a process of tinkering to create something more elaborate, which is why he does not serve decoratively arranged sashimi. Soba with salted and dried grey mullet roe is paired with roasted buckwheat seeds. Pepper-flower hotpot offers a taste comparison between pork and beef, an improvement on a dish learned in his apprenticeship. He likes to serve Okayama flavours such as sardinella, eel and Spanish mackerel on Bizen-ware dishes.",,,
Onarimon Haru,"1-2-2 Shibadaimon, Minato-ku, Tokyo, 105-0012, Japan",Minato,Japanese,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","During his apprenticeship, owner-chef Haruyuki Ogawa was profoundly impressed with the aroma that wafted from freshly cooked food. Determined to serve his food as close to the kitchen as possible, he serves his customers across a counter. The vegetables dressed with freshly roasted and ground sesame seeds is a tribute to those early memories. A small nabe (hot pot) dish is served instead of soup. As Ogawa works, his mentor’s words, “never stop learning”, are inscribed on his soul.",,,
Oryori Tsuji,"B1F, 3-3-9 Higashiazabu, Minato-ku, Tokyo, 106-0044, Japan",Minato,Japanese,¥¥¥¥,https://oryouritsuji.jp/,1 Star,"Air conditioning,Counter dining","Yoshiaki Tsuji’s food service reveres the classics. Food is arranged on antique dishes, including plenty of appetiser platters to celebrate the seasons. A light touch with the seasonings shows respect for ingredients. An appearance of rustic, tea-house simplicity sets the heart at ease, with adze-hewn ceilings, cypress counters, carefully finished earthen walls, private rooms with inner gardens, and its basement location put to good use.",,,
Seisoka,"4-2-34 Minamiazabu, Minato-ku, Tokyo, 106-0047, Japan",Minato,Japanese,¥¥¥¥,https://seisoka.com/,2 Stars,"Air conditioning,Counter dining,Restaurant offering vegetarian menus","The name of the restaurant means ‘space surrounded by green plants’, and indeed Seisoka exudes a serene atmosphere, surrounded by the trees and shrubs of the Tengenji temple precincts. The name was inspired by a calligraphed tablet by Rosanjin Kitaoji (1883–1959) that adorns the wall. The cuisine is redolent with the spirit of chakaiseki (tea ceremony cuisine), while always evolving; for example, in summer tomato surinagashi appears in cocktails.",,,
Seizan,"B1F, 2-17-29 Mita, Minato-ku, Tokyo, 108-0073, Japan",Minato,Japanese,¥¥¥¥,https://seizan-mita.com/,2 Stars,"Air conditioning,Counter dining","Walk through the door and the buzz of activity in the kitchen leaps out at you. A chef must also be able to provide customer service, says Haruhiko Yamamoto – and sure enough, the whole team works together to serve customers. Piled high on every plate is seasonality and creativity. Inaniwa udon noodles combining clams with abalone and bamboo shoots wrapped in beef are exquisite tastes. At the counter, regular customers enjoy priority seating; first-time patrons are seated at tables.",,,
Towa,"2F, 4-11-25 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Minato,Japanese,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Wagyu beef is the star of this gastronomical show. From the opening decoratively arranged sashimi to simmered items, the chef keeps flavours light, hewing closely to Japanese traditions. From the oxtail spring rolls that follow, the restaurant becomes a wagyu kappo. Tongue and tenderloin are char-grilled, accompanied by seasonal vegetables for a splash of colour. The eye is drawn to the takiawase of oxtail soup and soup stock. Aubergine in summer and Kyoto yam in winter complete an idiosyncratic cuisine.",,,
Makimura,"3-11-5 Minamioi, Shinagawa-ku, Tokyo, 140-0013, Japan",Setagaya/Shinagawa,Japanese,¥¥¥¥,,3 Stars,"Air conditioning,Counter dining","Chef Akio Makimura prizes tradition over showiness. His emphasis is on bringing out intrinsic flavours and he spares no effort in extending hospitality to his guests. The soup is the centrepiece of the menu and includes ingredients such as hairy crab, prawn and scallop shinjo – all of which the delicate broth goes well with. From time to time, he will come up with rare combinations such as beef and truffles to create new tastes based on his original ideas.",,,
Jingumae Higuchi,"2-19-12 Jingumae, Shibuya-ku, Tokyo, 150-0001, Japan",Shibuya,Japanese,¥¥¥¥,,2 Stars,"Air conditioning,Counter dining","Kazuhito Higuchi reveres Japanese cooking and schooled himself on traditional culinary skills to find his own approach. Decoratively arranged sashimi of horse mackerel is straw-smoked; eel is grilled in Kansai style, without steaming. The ingredients for each dish are kept to a minimum in order to accentuate their flavours. This means the menu is surprisingly extensive; wondering what to be served next accentuates the excitement. Both originality and a passion for the old days shine through.",,,
Guchokuni,"4F, 4-3 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Shinjuku,Japanese,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","The intriguing shop name is an encapsulation of the creed of chef Masato Otsuka: Guchokuni, or ‘simple honesty’. Inspired by a proverb he encountered during his apprenticeship, Otsuka devotes himself to his craft with single-minded focus. The ethos of the Ishikawa Group is woven into the menu. Soups include items such as surinagashi of turnip or burdock. Sarashina soba sourced from Otsuka’s native Nagano Prefecture is paired with items such as karasumi and young ayu.",,,
Kagurazaka Ishikawa,"5-37 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Shinjuku,Japanese,¥¥¥¥,http://www.kagurazaka-ishikawa.co.jp/,3 Stars,"Air conditioning,Counter dining,Interesting wine list","In Japanese cooking we speak of kakushiaji, subtle seasoning that brings out the flavour. At Kagurazaka Ishikawa, the charm is in the parts that are hidden. For example, the Daitokuji natto accompanying the steamed black rockfish is served in a kombu-and-shellfish dashi with reduced salt for an elegant taste. Slices of finest awabi and shabu-shabu somen of wagyu impart a sense of delicacy. Cooking makes the man, and the fare here attests to the character of owner-chef Hideki Ishikawa.",,,
Kaiseki Komuro,"35-4 Wakamiyacho, Shinjuku-ku, Tokyo, 162-0827, Japan",Shinjuku,Japanese,¥¥¥¥,http://kaiseki-komuro.jp/,1 Star,"Air conditioning,Counter dining","Mitsuhiro Komuro’s dishes are hearty and beautiful to behold, arrayed on a menu with generous amounts of ingredients from sea, farm and forest. Hassun appetisers delight the eye, celebrating the seasons and the vessels they’re served on. The bones of pike conger and conger eel are finely cut in an entertaining performance, then the flesh is char-grilled. Delightfully rustic elements such as pepper flowers, boar and wild duck enliven hot-pot cooking. The playful spirit and uniquely flowing oratory of the owner-chef, on display in his elegant kitchen, makes every flavour taste even better.",,,
Kohaku,"3-4 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Shinjuku,Japanese,¥¥¥¥,http://kagurazaka-kohaku.jp/,3 Stars,"Air conditioning,Counter dining,Interesting wine list","Koji Koizumi creates a cuisine all his own as he delves deeply into the interplay between technique and flavour. His creativity comes to the fore in creative combinations of ingredients. A fusion of Japanese and Western approaches is the essence of Kohaku: snow crab with caviar, puffer fish milt with truffles, warabimochi (bracken-starch dumpling) with coconut. Determined to create fare found nowhere else, Koizumi invents new flavours not found in existing concepts.",,,
Tanimoto,"3F, 3-1 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Shinjuku,Japanese,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","With the countertop as his stage, Seiji Tanimoto serves up the gracious service he learned at a ryotei. Patrons feel that spirit from the simmered bowl of nimono he serves them by hand. The preparations take time and trouble, he says, but then he imagines the smiles of joy he’ll see on diners’ faces and the time flies by. The motto he learned as an apprentice guides him every day: ‘The sign of a person’s sincerity, kindness and perspicacity is in his cooking’.",,,
Harutaka,"6F, 8-3-1 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Sushi,¥¥¥¥,,3 Stars,"Air conditioning,Counter dining","Sometimes our connections intervene to change our lives. Harutaka Takahashi’s mischievous youth in Asahikawa took a turn for the better when, through a tempura master who was a close friend of his potter uncle, he landed a job at Sukiyabashi Jiro. Like Ravel’s Bolero, sushi here is presented with a particular rhythm, building toward a crescendo of sweetness, sourness and temperature in harmony. Destiny is in the taste and texture of every piece of sushi at Harutaka.",,,
Kobikicho Tomoki,"4-12-2 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Sushi,¥¥¥¥,http://www.sushi-tomoki.jp/,2 Stars,"Air conditioning,Counter dining","Most customers visit this sushi restaurant for Tomoki Kobayashi’s sushi technique and his wife Juri’s graceful service. Drinking snacks, sushi and omakase set menus with generous servings of fish are to be enjoyed with condiments. Veteran sushi epicures know that the gizzard shad, conger eel and eggs are the true test of a sushi restaurant. The consummate skill applied to the humble tamagoyaki rolled omelette makes it a masterpiece. The devotion of the Kobayashis to their craft is palpable.",,,
Sushi Hashimoto,"1-8-2 Shintomi, Chuo-ku, Tokyo, 104-0041, Japan",Chuo,Sushi,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Straw-smoked Spanish mackerel is dressed with wasabi and mustard, adding depth to the flavour. Spiced with wasabi, wide strips of tuna are hand-moulded to wrap around the sushi rice, which is served warmer than normal to bring out the sweetness of the fat. Sushi portions are generous but can be adjusted to a preferred size. First-time customers are especially welcomed at lunchtime, to spread the word about the joys of sushi. Diners can experience the true nature of a sushi shop that welcomes all.",,,
Sushi Kanesaka,"B1F, 8-10-3 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Sushi,¥¥¥¥,https://www.sushi-kanesaka.com/,2 Stars,"Air conditioning,Counter dining","Owner-chef Shinji Kanesaka is devoted to sushi. He charms his customers as he trains his small army of apprentices. Through the sushi he shapes, Kanesaka conveys his thoughts and understanding of the sea, the fish market, and the work of the artisan. The key to great sushi, he says, is the three-way interplay between topping, vinegared rice, and wasabi. Fixing a keen eye on the condition of the seafood, Kanesaka deftly executes his techniques, harmonising the vinegared rice with each topping.",,,
Sushi Kojima,"5F, 7-3-8 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Sushi,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Michio Kojima describes himself as a sushi artisan with a 20th century Showa-era mentality. As such, he prepares sushi with fish floss sandwiched between rice and either a gizzard shad or tiger prawn topping and makes tamago-yaki with Shiba shrimp broth. By visiting Toyosu market every morning, he has built a relationship with wholesalers. Testament to this is his selection of first catch produce, such as very young gizzard shad, which are at the apex of the sushi fish hierarchy.",,,
Sushi Kuwano,"3F, 8-7-6 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Sushi,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Each morning Tatsuya Kuwano goes hunting for sushi toppings in the Toyosu fish market. Every night Sushi Kuwano has the feel of a dinner party. He serves his snacks according to his own peculiar rhythm; when the customers have settled, the nigiri starts to appear. In spring, it begins with a shuko of noresore, or young conger eel and ends with nigiri of anago, conger eel, telling of the interconnectedness of life. Fish is even used in the tamago-yaki, with minced hamo in summer and cod in winter.",,,
Sushi Murayama,"7F, 7-6-2 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Sushi,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Daisaku Murayama spent much of his apprenticeship studying Japanese cuisine rather than sushi specifically, and his experience with kaiseki shines in his side dishes. After fried foods and dishes served in bowls, the meal ends with a vinegared dish. The nigiri toppings are prepared Edomae style, and generally served in the order squid, zuke-maguro, chu-toro and o-toro. Expect classics such as gizzard shad and tiger prawn with minced Shiba shrimp and modern treats like eggs with maple syrup.",,,
Sushi Yoshitake,"9F, 7-8-13 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Chuo,Sushi,¥¥¥¥,http://sushi-yoshitake.com/,2 Stars,"Air conditioning,Counter dining","Masahiro Yoshitake has a special place in his heart for Ginza, as this is where he began his journey as a sushi artisan. He applies his own ideas, further developing the traditional techniques of sushi artisans of the past. Fish is not wrapped in kombu kelp but steeped in kombu water. The nikiri soy sauce is prepared separately according to the characteristics of red-, white-fleshed or blue-backed fish. Sparing neither effort nor imagination, he joins past with future to tread a unique path.",,,
Takagakino Sushi,"1-30-2 Nihombashikakigaracho, Chuo-ku, Tokyo, 103-0014, Japan",Chuo,Sushi,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Hanging on an old house on a Ningyocho alley is the unobtrusive shop curtain for Takagakino Sushi. This is what the many Edomae sushi places here often used to look like. Customers sit shoulder to shoulder at the cramped, six-seat counter. Each sushi piece is composed of vinegared rice, enlivened by a little salt, with a properly aged topping. Chef Nobuhide Takagaki is a man of few words, letting his sushi do the talking. Takagakino Sushi is popular with connoisseurs.",,,
Usukifugu Yamadaya,"B1F,  4-11-14 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Minato,Sushi,¥¥¥¥,https://www.usukifugu-yamadaya.jp/,2 Stars,"Air conditioning,Counter dining","The restaurant serves Bungosuido tora fugu because it is a branch of a restaurant in Usuki, Oita Prefecture, a place celebrated as ‘the home of fugu’. Fugu sashimi is served with ponzu made with soy sauce and kabosu, both from Oita. From winter through spring, grilled shirako is served as sushi. ‘Ohan’, rice coloured yellow with essence of gardenia fruit, is used in place of vinegared rice, as this regional cuisine was a favourite of the lords of the Usuki feudal domain.",,,
Edomae Sushi Hanabusa,"9-1-7 Akasaka, Minato-ku, Tokyo, 107-0052, Japan",Minato,Sushi,¥¥¥¥,https://www.akasaka-hanabusa.jp/,1 Star,"Air conditioning,Counter dining","“Everything begins with tuna and ends with tuna.” Hideki Nakajima learned this old-school Tokyo way of doing things from a sushi shop that was heir to skills dating from the Edo period. The nigiri starts with toro, is followed by seafood from Tokyo Bay, with tekkamaki (tuna roll) at the end. The fan-shaped nigiri is a technique seared into his memory from watching his mentor’s handiwork. Vinegared toppings and nitsume accommodate modern tastes while advancing the evolution of this tradition.",,,
Jizozushi,"2F, 3-18-5 Shirokanedai, Minato-ku, Tokyo, 108-0071, Japan",Minato,Sushi,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Motohiro Takeda makes Edomae sushi for the Reiwa era (2019–) while pursuing the history of Edomae sushi. For toppings, he faithfully follows Edomae practice; the rice, vinegared with red vinegar, is cooked in a broad-brimmed cooking pot. Changes in sushi through history are chronicled in Takeda’s offerings: Tiger shrimp folded over nori seaweed is an Edo period (1603–1868) sushi, for example, while simmered scallops are a treat from the Showa era (1926–1989). The menu lists the producing regions for each item, as well as the fish for each season.",,,
